INST CODE,INSTITUTE NAME,DIST,YEAR_OF_EST,BRANCH,OC,BC_A,BC_B,BC_C,BC_D,BC_E,SC,ST,AFFILIATED,CODE
AARM,AAR MAHAVEER ENGINEERING COLLEGE,HYD,2010,CSE,25594,71964,55623,25594,52110,55875,73190,49086,JNTUH,1
AARM,AAR MAHAVEER ENGINEERING COLLEGE,HYD,2010,ECE,51982,94136,83731,51982,66942,86690,85408,71960,JNTUH,1
AARM,AAR MAHAVEER ENGINEERING COLLEGE,HYD,2010,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AARM,AAR MAHAVEER ENGINEERING COLLEGE,HYD,2010,MEC,29410,29410,91509,29410,29410,29410,82105,78444,JNTUH,1
ACEG,A C E ENGINEERING COLLEGE,MDL,2007,CIV,41557,85983,97703,47985,95876,95568,96478,74861,JNTUH,1
ACEG,A C E ENGINEERING COLLEGE,MDL,2007,CSE,26085,77585,45653,95934,49548,80330,96024,99434,JNTUH,1
ACEG,A C E ENGINEERING COLLEGE,MDL,2007,ECE,40415,85209,78237,60231,59216,88541,90246,42778,JNTUH,1
ACEG,A C E ENGINEERING COLLEGE,MDL,2007,EEE,50487,50487,83880,50487,69185,84962,86169,98208,JNTUH,1
ACEG,A C E ENGINEERING COLLEGE,MDL,2007,INF,37388,64613,69865,37388,55179,82821,99560,39828,JNTUH,1
ACEG,A C E ENGINEERING COLLEGE,MDL,2007,MEC,82513,82513,82513,82513,97433,82513,93554,93518,JNTUH,1
AHTC,ABHINAV HI-TECH COLLEGE OF ENGINEERING,RR,2002,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AHTC,ABHINAV HI-TECH COLLEGE OF ENGINEERING,RR,2002,CSE,63858,96871,84853,88335,92741,93291,82822,63858,JNTUH,1
AHTC,ABHINAV HI-TECH COLLEGE OF ENGINEERING,RR,2002,ECE,77296,77296,77296,77296,77296,77296,97128,77296,JNTUH,1
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,RR,2005,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,RR,2005,CSE,54649,90389,95704,54649,73438,86410,90786,97391,JNTUH,1
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,RR,2005,ECE,54997,93400,84780,97215,72068,96452,98589,89712,JNTUH,1
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,RR,2005,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,RR,2005,MEC,62002,62002,62002,62002,75238,62002,78459,62002,JNTUH,1
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KGM,2007,CIV,71737,71737,71737,71737,71737,76440,99568,87591,JNTUH,1
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KGM,2007,CSE,91925,91925,96227,91925,91925,91925,96972,91925,JNTUH,1
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KGM,2007,ECE,50683,50683,50683,50683,50683,50683,98995,50683,JNTUH,1
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KGM,2007,EEE,82736,82736,90516,82736,82736,82736,99638,88850,JNTUH,1
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KGM,2007,MEC,54599,54599,54599,54599,86133,54599,98684,90358,JNTUH,1
ANRH,ANURAG COLLEGE OF ENGINEERING,MDL,2008,CSE,25896,94915,62795,25896,49839,96454,94677,57144,JNTUH,1
ANRH,ANURAG COLLEGE OF ENGINEERING,MDL,2008,ECE,33498,90511,94627,69232,70689,94710,95948,93976,JNTUH,1
ANRH,ANURAG COLLEGE OF ENGINEERING,MDL,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
ANRH,ANURAG COLLEGE OF ENGINEERING,MDL,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
ANRK,ANURAG ENGINEERING COLLGE,SRP,2001,CIV,48389,62783,90253,48389,91114,48389,90755,98441,JNTUH,1
ANRK,ANURAG ENGINEERING COLLGE,SRP,2001,CSE,62974,84405,85513,71842,69644,92079,91552,94959,JNTUH,1
ANRK,ANURAG ENGINEERING COLLGE,SRP,2001,ECE,93062,93062,93062,93062,93062,93062,95908,93062,JNTUH,1
ANRK,ANURAG ENGINEERING COLLGE,SRP,2001,EEE,81803,81803,81803,81803,81803,81803,99545,81803,JNTUH,1
ANRK,ANURAG ENGINEERING COLLGE,SRP,2001,MEC,53143,53143,76322,53143,53143,90052,90621,80545,JNTUH,1
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,RR,2006,CIV,65332,65332,65332,65332,65332,65332,65332,76969,JNTUH,1
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,RR,2006,CSE,69661,88148,98186,69661,97770,69661,92879,85903,JNTUH,1
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,RR,2006,ECE,24939,87440,24939,24939,24939,24939,24939,24939,JNTUH,1
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,RR,2006,EEE,72373,72373,72373,72373,72373,72373,72373,97490,JNTUH,1
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,RR,2006,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
ASOK,ASHOKA,YBG,2009,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
ASOK,ASHOKA,YBG,2009,CSE,61483,88658,94937,61483,88336,93134,93222,89963,JNTUH,1
ASOK,ASHOKA,YBG,2009,ECE,79617,87842,94541,79617,86027,79617,92906,98478,JNTUH,1
ASOK,ASHOKA,YBG,2009,EEE,76731,91233,76731,76731,76731,76731,91417,87069,JNTUH,1
ASOK,ASHOKA,YBG,2009,MEC,94949,94949,94949,94949,94949,94949,94949,97291,JNTUH,1
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,RR,2008,CIV,75830,75830,75830,75830,75830,75830,96690,76966,JNTUH,1
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,RR,2008,CSE,65692,96952,97076,65692,90603,65692,90087,65692,JNTUH,1
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,RR,2008,ECE,54861,87657,80444,81542,87589,92175,88750,54861,JNTUH,1
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,RR,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,RR,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,MDL,2003,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,MDL,2003,CSE,30114,94015,59950,30114,53273,71978,94148,32036,JNTUH,1
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,MDL,2003,ECE,62301,87026,93383,98539,79807,80782,99197,78908,JNTUH,1
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,MDL,2003,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AURP,AURORAS TECHNOLOGICAL AND,MDL,1999,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AURP,AURORAS TECHNOLOGICAL AND,MDL,1999,CSE,42242,92574,82354,81585,61773,85250,78182,81535,JNTUH,1
AURP,AURORAS TECHNOLOGICAL AND,MDL,1999,ECE,67634,89119,93277,67634,94353,67634,93435,67634,JNTUH,1
AURP,AURORAS TECHNOLOGICAL AND,MDL,1999,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AURP,AURORAS TECHNOLOGICAL AND,MDL,1999,INF,57687,86944,93585,57687,79717,80220,61313,62811,JNTUH,1
AURP,AURORAS TECHNOLOGICAL AND,MDL,1999,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,RR,2005,CSE,55975,96777,93152,75082,81167,98100,78632,65033,JNTUH,1
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,RR,2005,ECE,83288,88918,89659,83288,84716,83288,97722,83288,JNTUH,1
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,RR,2005,EEE,69473,69473,69473,69473,88270,69473,86350,87230,JNTUH,1
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,RR,2005,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
AVNI,AVN INST OF ENGG TECHNOLOGY,RR,2009,CIV,62453,62453,73494,62453,62453,62453,90730,90261,JNTUH,1
AVNI,AVN INST OF ENGG TECHNOLOGY,RR,2009,CSE,48203,96258,73205,56267,56060,56523,99330,89426,JNTUH,1
AVNI,AVN INST OF ENGG TECHNOLOGY,RR,2009,ECE,64300,95145,97513,64300,86163,90893,99319,92764,JNTUH,1
AVNI,AVN INST OF ENGG TECHNOLOGY,RR,2009,MEC,76908,76908,76908,76908,80255,76908,94780,90344,JNTUH,1
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,RR,2001,CIV,64513,75078,82459,76027,80974,64513,96948,92664,JNTUH,1
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,RR,2001,CSE,33658,97971,60314,56070,55757,78515,99070,95764,JNTUH,1
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,RR,2001,ECE,55913,96804,96112,56634,62024,92315,63200,64893,JNTUH,1
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,RR,2001,EEE,57088,95428,75030,57088,80945,86602,89550,57088,JNTUH,1
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,RR,2001,INF,40879,86543,85625,40879,57254,62461,45464,45546,JNTUH,1
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,RR,2001,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,WGR,2001,CIV,83774,83774,83774,83774,83774,83774,83774,97979,JNTUH,1
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,WGR,2001,CSE,60284,73617,75046,62731,74137,75569,89135,85872,JNTUH,1
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,WGR,2001,ECE,88402,97376,99180,88402,94508,88402,94274,88402,JNTUH,1
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,WGR,2001,EEE,68301,68301,95342,68301,94635,68301,93977,95624,JNTUH,1
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,WGR,2001,MEC,48024,48024,73613,48024,48024,87022,59178,77917,JNTUH,1
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHM,2006,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHM,2006,CSE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHM,2006,EEE,72627,72627,85372,72627,72627,72627,85336,72627,JNTUH,1
BOSE,ANU BOSE INSTT OF TECHNOLOGY,KGM,2008,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BOSE,ANU BOSE INSTT OF TECHNOLOGY,KGM,2008,CSE,89042,98188,99281,89042,97432,89042,89042,89042,JNTUH,1
BOSE,ANU BOSE INSTT OF TECHNOLOGY,KGM,2008,ECE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BOSE,ANU BOSE INSTT OF TECHNOLOGY,KGM,2008,EEE,94285,94285,94285,94285,94285,94285,99636,94285,JNTUH,1
BOSE,ANU BOSE INSTT OF TECHNOLOGY,KGM,2008,MEC,80993,80993,80993,80993,80993,80993,80993,80993,JNTUH,1
BOSE,ANU BOSE INSTT OF TECHNOLOGY,KGM,2008,MIN,55110,55110,55110,55110,55110,55110,81033,85866,JNTUH,1
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,RR,2009,CIV,65203,84130,90165,65203,76112,65203,91431,89357,JNTUH,1
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,RR,2009,CSE,65096,98757,98500,65096,96822,99082,90529,95223,JNTUH,1
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,RR,2009,ECE,88589,95883,98141,88589,96376,88589,91351,90809,JNTUH,1
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,RR,2009,EEE,70284,70284,70284,70284,94641,70284,96785,89699,JNTUH,1
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,RR,2009,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,RR,2008,CIV,69964,69964,97270,69964,99030,69964,99600,91369,JNTUH,1
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,RR,2008,CSE,57259,89749,88126,72914,80447,94417,96422,93634,JNTUH,1
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,RR,2008,ECE,79105,94294,93689,84044,79105,79105,95386,98949,JNTUH,1
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,RR,2008,EEE,66404,66404,89559,66404,91969,66404,91190,99331,JNTUH,1
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,RR,2008,MEC,56027,92243,72513,56027,56027,56027,94459,94363,JNTUH,1
BSGP,BANDARI SRINIVAS INSTITUTE OF TECHNOLOGY,RR,2003,CSE,67132,89055,96282,67132,94759,91605,98519,88794,JNTUH,1
BSGP,BANDARI SRINIVAS INSTITUTE OF TECHNOLOGY,RR,2003,ECE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BSKR,BHASKAR ENGINEERING COLLEGE,RR,2007,CSE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BSKR,BHASKAR ENGINEERING COLLEGE,RR,2007,ECE,69956,69956,95153,69956,69956,69956,77204,87714,JNTUH,1
BSKR,BHASKAR ENGINEERING COLLEGE,RR,2007,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,BME,37626,89065,71086,37626,54060,37626,65904,75581,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,CHE,28360,86987,88080,28360,84627,37301,92427,78364,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,CIV,21931,92118,41366,55668,41395,53071,72075,47846,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,CSE,8130,28517,14012,33874,12279,24376,46014,39554,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,ECE,10658,37310,20174,41167,17983,32547,60698,49482,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,EEE,17488,56451,33355,17488,33266,80474,69830,49629,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,INF,10085,39434,17835,10085,17527,38778,63820,52570,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,MEC,20450,45532,46981,95590,44118,69752,62942,48168,JNTUH,1
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,MED,1997,PHE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
CASR,COLLEGE OF AGRICULTURAL ENGG,SRD,2011,AGR,22086,87497,25523,22086,22920,55186,54714,52860,PJTSAU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,BIO,31665,49074,33692,31665,53366,55999,85240,31665,OU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,CHE,15001,95954,32026,15001,34430,23366,64103,20205,OU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,CIV,7363,21317,12985,38300,11136,9158,28924,14705,OU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,CSE,1655,5023,2281,4045,2234,3335,12302,12911,OU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,ECE,3002,5627,4412,3002,4302,6753,18740,13999,OU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,EEE,4389,12070,6832,4875,6654,12851,25501,12888,OU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,INF,3143,12167,4666,3143,4188,6218,22987,21116,OU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,IPE,25769,63431,61610,25769,85858,92121,87697,76631,OU,1
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,RR,1979,MEC,5747,19830,8488,17152,9297,13569,29307,17808,OU,1
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KMR,2007,DRG,28849,40240,33132,28849,49361,40036,69234,64056,PVNRTVU,1
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,NZB,2015,FDS,46843,46843,47960,46843,46843,50197,90697,46843,PJTSAU,1
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,RR,2009,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,RR,2009,CSE,51307,69239,80984,86202,96066,88164,89496,90378,JNTUH,1
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,RR,2009,ECE,43845,65861,73767,43845,91001,43845,84939,97782,JNTUH,1
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,RR,2009,EEE,63977,94773,63977,63977,63977,63977,90203,97638,JNTUH,1
CHET,SRI CHAITANYA COLLEGE OF ENGG AND TECH,RR,2009,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KRM,2004,CIV,79258,98536,89518,79258,97512,79258,90026,88068,JNTUH,1
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KRM,2004,CSE,74280,86040,77627,74280,75475,91032,97275,74280,JNTUH,1
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KRM,2004,ECE,87121,97873,90385,96491,97154,94279,92299,87121,JNTUH,1
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KRM,2004,EEE,71959,71959,71959,71959,95737,71959,99137,71959,JNTUH,1
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KRM,2004,MEC,80947,80947,96712,80947,97242,80947,93157,86292,JNTUH,1
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KRM,2008,CIV,92481,99148,92481,92481,92481,92481,99544,92481,JNTUH,1
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KRM,2008,CSE,60173,83547,79074,60173,78167,86300,83393,80134,JNTUH,1
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KRM,2008,ECE,75754,90086,87314,75754,86971,83303,94696,82203,JNTUH,1
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KRM,2008,EEE,70668,86307,93235,70668,70668,70668,92080,87150,JNTUH,1
CITS,CHAITANYA INST OF TECH AND SCIENCE,WGU,2010,CIV,69763,69763,94623,69763,69763,69763,96389,98140,KU,1
CITS,CHAITANYA INST OF TECH AND SCIENCE,WGU,2010,CSE,40911,74647,66943,59127,52814,61083,83614,93057,KU,1
CITS,CHAITANYA INST OF TECH AND SCIENCE,WGU,2010,ECE,99633,99633,99633,99633,99633,99633,99633,99633,KU,1
CITS,CHAITANYA INST OF TECH AND SCIENCE,WGU,2010,EEE,99633,99633,99633,99633,99633,99633,99633,99633,KU,1
CITS,CHAITANYA INST OF TECH AND SCIENCE,WGU,2010,MEC,99633,99633,99633,99633,99633,99633,99633,99633,KU,1
CMRG,CMR TECHNICAL CAMPUS,MDL,2009,CIV,32003,92799,93388,32003,63305,92399,88331,73401,JNTUH,1
CMRG,CMR TECHNICAL CAMPUS,MDL,2009,CSE,20438,53380,36687,93414,32200,64442,80456,61874,JNTUH,1
CMRG,CMR TECHNICAL CAMPUS,MDL,2009,ECE,26170,84810,48264,26170,46168,90093,91153,84295,JNTUH,1
CMRG,CMR TECHNICAL CAMPUS,MDL,2009,INF,25197,81499,44300,25197,37378,78078,92611,25197,JNTUH,1
CMRG,CMR TECHNICAL CAMPUS,MDL,2009,MEC,62151,85283,96182,64463,98754,76604,96610,79864,JNTUH,1
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,MDL,2002,CIV,28049,97502,55573,28049,47160,63827,80530,50094,JNTUH,1
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,MDL,2002,CSE,10495,32444,19381,56161,17791,34621,58274,34176,JNTUH,1
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,MDL,2002,ECE,15346,46263,25595,82746,25534,68314,73610,54762,JNTUH,1
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,MDL,2002,EEE,25827,93229,47825,45444,45066,88237,79849,53807,JNTUH,1
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,MDL,2002,INF,13869,44403,19974,13869,22876,40234,77802,54798,JNTUH,1
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY,MDL,2002,MEC,31190,66390,73072,31190,54200,96250,87718,53370,JNTUH,1
CMRM,CMR INSTITUTE OF TECHNOLOGY,MDL,2005,CIV,39646,84491,92614,39646,84160,94105,90665,64898,JNTUH,1
CMRM,CMR INSTITUTE OF TECHNOLOGY,MDL,2005,CSE,15623,53084,26694,68636,25972,50049,76088,54773,JNTUH,1
CMRM,CMR INSTITUTE OF TECHNOLOGY,MDL,2005,ECE,21553,73526,39803,21553,33140,87360,91358,81717,JNTUH,1
CMRM,CMR INSTITUTE OF TECHNOLOGY,MDL,2005,MEC,62293,96821,97669,62293,86924,99149,92913,91865,JNTUH,1
CMRN,CMR ENGG COLLEGE,MDL,2010,CSE,24840,80302,45549,79987,38287,74351,89391,89821,JNTUH,1
CMRN,CMR ENGG COLLEGE,MDL,2010,ECE,39756,88443,55912,39756,48597,80652,95763,98697,JNTUH,1
CMRN,CMR ENGG COLLEGE,MDL,2010,INF,31403,86312,51928,47092,46561,81951,99687,31403,JNTUH,1
CMRN,CMR ENGG COLLEGE,MDL,2010,MEC,83965,83965,83965,83965,89173,83965,99394,83965,JNTUH,1
CMRP,C M R COLL OF PHARMACY,MDL,2005,PHD,17078,17078,17078,17078,17078,17078,17078,17078,JNTUH,1
CVRH,CVR COLLEGE OF ENGINEERING,RR,2001,CIV,19320,51778,31254,39917,32296,71687,61076,34403,JNTUH,1
CVRH,CVR COLLEGE OF ENGINEERING,RR,2001,CSE,4948,18124,8287,22006,8205,16945,37283,15393,JNTUH,1
CVRH,CVR COLLEGE OF ENGINEERING,RR,2001,CSI,6022,6022,9553,6022,9759,24498,80172,63131,JNTUH,1
CVRH,CVR COLLEGE OF ENGINEERING,RR,2001,ECE,7709,33812,15274,31447,14890,31490,52124,34935,JNTUH,1
CVRH,CVR COLLEGE OF ENGINEERING,RR,2001,EEE,13150,47380,26384,13150,29368,56207,60944,33054,JNTUH,1
CVRH,CVR COLLEGE OF ENGINEERING,RR,2001,EIE,20635,50293,46713,20635,35798,91602,99096,72628,JNTUH,1
CVRH,CVR COLLEGE OF ENGINEERING,RR,2001,INF,8415,31450,15438,63218,14811,34812,67800,19818,JNTUH,1
CVRH,CVR COLLEGE OF ENGINEERING,RR,2001,MEC,16632,80995,42928,35759,30117,84660,84457,41501,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,AI,11213,92658,15354,11213,13944,16332,69548,63797,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,CHE,37187,73822,97654,37187,82541,96723,80656,69604,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,CIV,25439,93084,61145,54018,51773,73121,79279,45217,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,CSE,9703,35855,17238,46745,16976,32271,52452,34549,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,ECE,13446,47776,23336,66183,21131,49618,70396,46789,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,EEE,19092,67900,38884,37679,35425,74734,81232,45243,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,INF,13748,49224,23185,85770,21483,62139,78416,57859,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,MEC,29587,99407,95801,63620,63947,85974,97946,62184,JNTUH,1
CVSR,ANURAG GRP OF INSTNS- CVSR COLL OF ENGG,MDL,2002,PHD,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,MDL,2006,CIV,80015,89107,89938,80015,80015,80015,90420,80015,JNTUH,1
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,MDL,2006,CSE,52982,95336,78026,79182,80968,94674,97788,98763,JNTUH,1
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,MDL,2006,ECE,74755,94287,94432,74755,95384,98422,88199,90335,JNTUH,1
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,MDL,2004,CSE,57170,83496,80417,57170,72131,72196,88670,84628,JNTUH,1
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,MDL,2004,ECE,83974,98346,97284,83974,95610,83974,96585,99592,JNTUH,1
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,MDL,2004,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,MDL,2004,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,SRD,2001,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,SRD,2001,CSE,63571,94299,92368,63571,99091,90567,73249,87499,JNTUH,1
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,SRD,2001,ECE,83035,83035,83035,83035,85575,95116,83035,83035,JNTUH,1
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,SRD,2001,EEE,39879,39879,98246,39879,39879,39879,90506,42220,JNTUH,1
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,SRD,2001,MEC,77727,83048,98980,77727,88278,77727,92305,77727,JNTUH,1
ELET,ELLENKI INSTITUTE OF ENGG AND TECHNOLOGY,SRD,2008,CSE,89250,89250,89250,89250,89250,89250,92545,89250,JNTUH,1
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,CIV,43674,93564,96195,89915,74115,80788,90742,68648,JNTUH,1
